CSD_ID,County,LatDD,LongDD,Surf_Elev,YearMsr,DateMsr,Season,WatLevel
403322099201601,PHELPS,40.5547811,-99.3416484,2267.67,2002,2002-04-15,Spring,6.35
403322099210701,PHELPS,40.55622914,-99.3528114,2284.27,2002,2002-04-25,Spring,17.88
403322099254101,PHELPS,40.5542755,-99.4303042,2335.12,2002,2002-04-15,Spring,16.27
403322099264901,PHELPS,40.5543545569444,-99.4489925,2342.74,2002,2002-04-15,Spring,13.78
403322099272302,PHELPS,40.5545803,-99.4609332,2349.56,2002,2002-04-15,Spring,17.0
403322099304801,PHELPS,40.5542755075,-99.5122815,2411.43,2002,2002-04-15,Spring,54.81
403322099371801,PHELPS,40.5557047,-99.6247601,2465.78,2002,2002-04-26,Spring,71.24
403328099181202,PHELPS,40.5577906,-99.3033482,2272.01,2002,2002-04-25,Spring,27.39
403335099150901,PHELPS,40.55977478,-99.25286046,2241.29,2002,2002-04-25,Spring,28.96
403431099362101,PHELPS,40.5754557,-99.6058865,2477.16,2002,2002-04-26,Spring,79.96
403433099250001,PHELPS,40.576331,-99.4179046,2315.55,2002,2002-04-15,Spring,15.56
403453099141801,PHELPS,40.58307501,-99.2365144,2255.34,2002,2002-04-15,Spring,50.03
403453099190801,PHELPS,40.5807096794444,-99.3229107,2282.14,2002,2002-04-15,Spring,36.35
403454099304801,PHELPS,40.57931189,-99.51412709,2390.5,2002,2002-04-15,Spring,32.31
403506099350101,PHELPS,40.5833317,-99.5866221,2484.33,2002,2002-04-26,Spring,91.69
403507099234101,PHELPS,40.5836771413889,-99.3985091,2295.65,2002,2002-04-15,Spring,11.55
403507099254101,PHELPS,40.58520714,-99.42844836,2318.5,2002,2002-04-25,Spring,21.14
403520099201601,PHELPS,40.5886101475,-99.3416473,2265.95,2002,2002-04-15,Spring,12.48
403540099260001,PHELPS,40.5946306,-99.4353739,2323.77,2002,2002-04-25,Spring,22.03
403625099315401,PHELPS,40.60535831,-99.53303177,2384.53,2002,2002-04-26,Spring,31.47
403625099361001,PHELPS,40.60535831,-99.60306609,2454.12,2002,2002-04-25,Spring,80.02
403638099154301,PHELPS,40.60901195,-99.26298962,2222.0,2002,2002-04-25,Spring,14.28
403644099350001,PHELPS,40.61418514,-99.57972132,2418.26,2002,2002-04-15,Spring,62.83
403646099293301,PHELPS,40.6127772,-99.4935704,2354.25,2002,2002-04-15,Spring,15.07
403651099281401,PHELPS,40.613021,-99.4747929,2345.39,2002,2002-04-15,Spring,38.14
403730099373501,PHELPS,40.6268217,-99.6246292,2471.08,2002,2002-04-15,Spring,85.08
403739099281601,PHELPS,40.627653,-99.4742905,2324.54,2002,2002-04-15,Spring,21.31
403822099324501,PHELPS,40.6415361,-99.5482644,2377.53,2002,2002-04-15,Spring,37.0
403858099305101,PHELPS,40.64309614,-99.50852542,2333.89,2002,2002-04-15,Spring,7.07
403902099313701,PHELPS,40.6483999,-99.5291531,2345.9,2002,2002-04-15,Spring,32.83
403915099190801,PHELPS,40.6573434,-99.3214291,2234.03,2002,2002-04-15,Spring,8.94
403922099223301,PHELPS,40.65834351,-99.38037703,2253.27,2002,2002-04-24,Spring,7.81
403928099333601,PHELPS,40.6571948,-99.5612991,2355.41,2002,2002-04-15,Spring,36.36
403928099371801,PHELPS,40.655954,-99.6202609,2432.98,2002,2002-04-15,Spring,81.04
403941099331901,PHELPS,40.66044972,-99.55637462,2347.21,2002,2002-04-15,Spring,5.45
403941099342701,PHELPS,40.6636923,-99.5766538,2326.71,2002,2002-04-15,Spring,8.17
403954099255801,PHELPS,40.667854,-99.4364595,2268.93,2002,2002-04-15,Spring,2.22
404007099294001,PHELPS,40.6709022,-99.4936146,2290.54,2002,2002-04-15,Spring,9.11
404007099351901,PHELPS,40.6709256,-99.5865622,2322.26,2002,2002-04-15,Spring,8.95
404016099370201,PHELPS,40.6711189,-99.61760995,2335.44,2002,2002-04-24,Spring,5.72
404020099355301,PHELPS,40.6710839,-99.5961084,2326.91,2002,2002-04-15,Spring,5.66
402107099262000,PHELPS,40.35080555555556,-99.43768055555556,2363.91,2003,2003-04-15,Spring,201.89
402110099140001,PHELPS,40.351999,-99.2329232,2283.76,2003,2003-04-09,Spring,167.8
402115099213100,PHELPS,40.35468888888889,-99.35943333333331,2345.58,2003,2003-04-15,Spring,206.16
402124099201601,PHELPS,40.3563466,-99.3403749,2318.47,2003,2003-04-09,Spring,184.17
402159099301600,PHELPS,40.3649,-99.50220555555556,2377.49,2003,2003-04-15,Spring,182.99
402200099160700,PHELPS,40.3669,-99.267175,2280.22,2003,2003-04-15,Spring,148.14
402233099341700,PHELPS,40.376269444444446,-99.57279166666666,2335.32,2003,2003-04-15,Spring,112.28
402320099231001,PHELPS,40.38914722222222,-99.38615277777778,2384.17,2003,2003-04-15,Spring,217.76
402326099185300,PHELPS,40.390366666666665,-99.31649722222222,2306.56,2003,2003-04-15,Spring,147.2
402340099353701,PHELPS,40.39445302,-99.59399869,2264.29,2003,2003-05-05,Spring,25.25
402342099143300,PHELPS,40.39436388888889,-99.24273333333332,2261.52,2003,2003-04-15,Spring,110.62
402406099311800,PHELPS,40.40154444444444,-99.52104166666666,2406.07,2003,2003-04-15,Spring,182.53
402421099112000,PHELPS,40.40549166666666,-99.18921666666668,2216.62,2003,2003-04-15,Spring,55.45
402435099262900,PHELPS,40.40768055555555,-99.44083333333332,2405.19,2003,2003-04-15,Spring,209.66
402513099164801,PHELPS,40.42006111111111,-99.27985277777778,2278.97,2003,2003-04-15,Spring,72.16
402524099201601,PHELPS,40.42334431,-99.33815365,2312.07,2003,2003-04-24,Spring,111.68
402532099235801,PHELPS,40.42582814,-99.40068743,2321.09,2003,2003-04-10,Spring,117.29
402609099350800,PHELPS,40.43199166666666,-99.58200277777776,2443.0,2003,2003-04-15,Spring,176.25
